id,factor_id/id,item_id/id,votes,result
factor_result_6244,factor_1057,item_1,0,0.000
factor_result_6245,factor_1057,item_2,0,0.000
factor_result_6246,factor_1057,item_4,0,0.000
factor_result_1812,factor_689,item_2,0,0.000
factor_result_1821,factor_700,item_2,0,0.000
factor_result_4057,factor_44,item_5,0,0.000
factor_result_4073,factor_36,item_5,0,0.000
factor_result_4074,factor_37,item_5,0,0.000
factor_result_4075,factor_38,item_5,0,0.000
factor_result_4076,factor_39,item_5,0,0.000
factor_result_4077,factor_40,item_5,0,0.000
factor_result_4078,factor_42,item_5,0,0.000
factor_result_4079,factor_43,item_5,0,0.000
factor_result_4080,factor_45,item_5,0,0.000
factor_result_4081,factor_46,item_5,0,0.000
factor_result_4161,factor_130,item_5,0,0.000
factor_result_4163,factor_132,item_5,0,0.000
factor_result_4280,factor_258,item_5,0,0.000
factor_result_4281,factor_259,item_5,0,0.000
factor_result_4282,factor_260,item_5,0,0.000
factor_result_4284,factor_262,item_5,0,0.000
factor_result_7123,factor_1055,item_7,0,0.000
factor_result_7124,factor_1056,item_7,0,0.000
factor_result_7247,factor_1062,item_1,0,0.000
factor_result_4285,factor_263,item_5,0,0.000
factor_result_4286,factor_264,item_5,0,0.000
factor_result_4287,factor_265,item_5,0,0.000
factor_result_4288,factor_266,item_5,0,0.000
factor_result_6247,factor_1057,item_5,0,0.000
factor_result_5229,factor_1047,item_1,0,0.000
factor_result_5230,factor_1047,item_2,0,0.000
factor_result_5232,factor_1047,item_5,0,0.000
factor_result_5233,factor_1048,item_1,0,0.000
factor_result_5234,factor_1048,item_2,0,0.000
factor_result_5236,factor_1048,item_5,0,0.000
factor_result_4056,factor_41,item_5,0,0.000
factor_result_4711,factor_559,item_5,0,0.000
factor_result_5398,factor_157,item_6,0,0.000
factor_result_5400,factor_121,item_6,0,0.000
factor_result_5406,factor_130,item_6,0,0.000
factor_result_5417,factor_146,item_6,0,0.000
factor_result_5421,factor_150,item_6,0,0.000
factor_result_5427,factor_158,item_6,0,0.000
factor_result_5428,factor_159,item_6,0,0.000
factor_result_5429,factor_160,item_6,0,0.000
factor_result_5430,factor_161,item_6,0,0.000
factor_result_5431,factor_162,item_6,0,0.000
factor_result_5432,factor_163,item_6,0,0.000
factor_result_5438,factor_191,item_6,0,0.000
factor_result_5450,factor_174,item_6,0,0.000
factor_result_5456,factor_182,item_6,0,0.000
factor_result_5245,factor_1051,item_1,1,100.000
factor_result_5410,factor_135,item_6,1,100.000
factor_result_5411,factor_137,item_6,1,100.000
factor_result_5413,factor_140,item_6,1,100.000
factor_result_5461,factor_188,item_6,0,0.000
factor_result_5464,factor_192,item_6,0,0.000
factor_result_5465,factor_193,item_6,0,0.000
factor_result_5499,factor_225,item_6,0,0.000
factor_result_5502,factor_228,item_6,0,0.000
factor_result_5637,factor_339,item_6,0,0.000
factor_result_5643,factor_323,item_6,0,0.000
factor_result_5658,factor_338,item_6,0,0.000
factor_result_5659,factor_340,item_6,0,0.000
factor_result_5660,factor_341,item_6,0,0.000
factor_result_5661,factor_342,item_6,0,0.000
factor_result_5662,factor_343,item_6,0,0.000
factor_result_5663,factor_344,item_6,0,0.000
factor_result_5672,factor_753,item_6,0,0.000
factor_result_5503,factor_229,item_6,0,0.000
factor_result_5513,factor_243,item_6,0,0.000
factor_result_5519,factor_253,item_6,0,0.000
factor_result_5521,factor_257,item_6,0,0.000
factor_result_5524,factor_260,item_6,0,0.000
factor_result_5533,factor_269,item_6,0,0.000
factor_result_5534,factor_270,item_6,0,0.000
factor_result_5536,factor_272,item_6,0,0.000
factor_result_5548,factor_864,item_6,0,0.000
factor_result_5553,factor_286,item_6,0,0.000
factor_result_5554,factor_287,item_6,0,0.000
factor_result_6108,factor_815,item_6,0,0.000
factor_result_6109,factor_817,item_6,0,0.000
factor_result_6110,factor_819,item_6,0,0.000
factor_result_6111,factor_820,item_6,0,0.000
factor_result_6112,factor_821,item_6,0,0.000
factor_result_6113,factor_822,item_6,0,0.000
factor_result_6114,factor_823,item_6,0,0.000
factor_result_6115,factor_889,item_6,0,0.000
factor_result_6116,factor_890,item_6,0,0.000
factor_result_6119,factor_893,item_6,0,0.000
factor_result_6121,factor_895,item_6,0,0.000
factor_result_6126,factor_1055,item_6,0,0.000
factor_result_6127,factor_1056,item_6,0,0.000
factor_result_6529,factor_269,item_7,0,0.000
factor_result_6536,factor_282,item_7,0,0.000
factor_result_6539,factor_292,item_7,0,0.000
factor_result_6542,factor_862,item_7,0,0.000
factor_result_6543,factor_863,item_7,0,0.000
factor_result_6544,factor_864,item_7,0,0.000
factor_result_6545,factor_865,item_7,0,0.000
factor_result_6546,factor_866,item_7,0,0.000
factor_result_6554,factor_293,item_7,0,0.000
factor_result_6675,factor_991,item_7,0,0.000
factor_result_6698,factor_400,item_7,0,0.000
factor_result_6699,factor_401,item_7,0,0.000
factor_result_6700,factor_402,item_7,0,0.000
factor_result_6701,factor_403,item_7,0,0.000
factor_result_6708,factor_395,item_7,0,0.000
factor_result_6709,factor_396,item_7,0,0.000
factor_result_6710,factor_397,item_7,0,0.000
factor_result_6711,factor_398,item_7,0,0.000
factor_result_6712,factor_399,item_7,0,0.000
factor_result_6985,factor_668,item_7,0,0.000
factor_result_7118,factor_895,item_7,0,0.000
factor_result_7170,factor_977,item_7,0,0.000
factor_result_7173,factor_1004,item_7,0,0.000
factor_result_7175,factor_1008,item_7,0,0.000
factor_result_7176,factor_1009,item_7,0,0.000
factor_result_7177,factor_1010,item_7,0,0.000
factor_result_7201,factor_1021,item_7,0,0.000
factor_result_1539,factor_846,item_2,0,0.000
factor_result_1540,factor_845,item_2,0,0.000
factor_result_1631,factor_975,item_2,0,0.000
factor_result_1636,factor_991,item_2,0,0.000
factor_result_6156,factor_933,item_6,0,0.000
factor_result_6158,factor_935,item_6,0,0.000
factor_result_6159,factor_955,item_6,0,0.000
factor_result_6169,factor_971,item_6,0,0.000
factor_result_974,factor_971,item_1,0,0.000
factor_result_976,factor_973,item_1,0,0.000
factor_result_5237,factor_1049,item_1,0,0.000
factor_result_5241,factor_1050,item_1,0,0.000
factor_result_5238,factor_1049,item_2,0,0.000
factor_result_5240,factor_1049,item_5,0,0.000
factor_result_5242,factor_1050,item_2,0,0.000
factor_result_5244,factor_1050,item_5,0,0.000
factor_result_1643,factor_509,item_2,0,0.000
factor_result_1644,factor_510,item_2,0,0.000
factor_result_1702,factor_559,item_2,0,0.000
factor_result_1933,factor_895,item_2,0,0.000
factor_result_1956,factor_923,item_2,0,0.000
factor_result_1968,factor_955,item_2,0,0.000
factor_result_1977,factor_971,item_2,0,0.000
factor_result_1978,factor_972,item_2,0,0.000
factor_result_1979,factor_973,item_2,0,0.000
factor_result_1111,factor_89,item_2,0,0.000
factor_result_1128,factor_109,item_2,0,0.000
factor_result_4293,factor_274,item_5,0,0.000
factor_result_4295,factor_272,item_5,0,0.000
factor_result_4297,factor_275,item_5,0,0.000
factor_result_4298,factor_276,item_5,0,0.000
factor_result_4299,factor_277,item_5,0,0.000
factor_result_4477,factor_402,item_5,0,0.000
factor_result_4547,factor_844,item_5,0,0.000
factor_result_4548,factor_846,item_5,0,0.000
factor_result_4549,factor_845,item_5,0,0.000
factor_result_4639,factor_970,item_5,0,0.000
factor_result_4651,factor_508,item_5,0,0.000
factor_result_4652,factor_509,item_5,0,0.000
factor_result_4988,factor_973,item_5,0,0.000
factor_result_4989,factor_974,item_5,0,0.000
factor_result_4991,factor_977,item_5,0,0.000
factor_result_4992,factor_978,item_5,0,0.000
factor_result_5261,factor_1055,item_1,0,0.000
factor_result_5262,factor_1055,item_2,0,0.000
factor_result_5263,factor_1055,item_4,0,0.000
factor_result_5264,factor_1055,item_5,0,0.000
factor_result_5265,factor_1056,item_1,0,0.000
factor_result_5266,factor_1056,item_2,0,0.000
factor_result_5267,factor_1056,item_4,0,0.000
factor_result_5268,factor_1056,item_5,0,0.000
factor_result_5246,factor_1051,item_2,0,0.000
factor_result_5248,factor_1051,item_5,0,0.000
factor_result_5294,factor_6,item_6,0,0.000
factor_result_5298,factor_10,item_6,0,0.000
factor_result_5307,factor_22,item_6,0,0.000
factor_result_5326,factor_31,item_6,0,0.000
factor_result_5331,factor_38,item_6,0,0.000
factor_result_279,factor_269,item_1,0,0.000
factor_result_639,factor_508,item_1,0,0.000
factor_result_809,factor_689,item_1,0,0.000
factor_result_996,factor_1001,item_1,0,0.000
factor_result_983,factor_982,item_1,0,0.000
factor_result_1046,factor_34,item_2,0,0.000
factor_result_1048,factor_44,item_2,0,0.000
factor_result_1064,factor_36,item_2,0,0.000
factor_result_1065,factor_37,item_2,0,0.000
factor_result_1066,factor_38,item_2,0,0.000
factor_result_1067,factor_39,item_2,0,0.000
factor_result_1068,factor_40,item_2,0,0.000
factor_result_1071,factor_45,item_2,0,0.000
factor_result_1072,factor_46,item_2,0,0.000
factor_result_1152,factor_130,item_2,0,0.000
factor_result_5821,factor_650,item_6,0,0.000
factor_result_5929,factor_597,item_6,0,0.000
factor_result_5933,factor_598,item_6,0,0.000
factor_result_5934,factor_599,item_6,0,0.000
factor_result_5935,factor_600,item_6,0,0.000
factor_result_5936,factor_602,item_6,0,0.000
factor_result_5951,factor_621,item_6,0,0.000
factor_result_5955,factor_625,item_6,0,0.000
factor_result_5957,factor_628,item_6,0,0.000
factor_result_5959,factor_630,item_6,0,0.000
factor_result_5963,factor_635,item_6,0,0.000
factor_result_5964,factor_637,item_6,0,0.000
factor_result_5965,factor_638,item_6,0,0.000
factor_result_5966,factor_639,item_6,0,0.000
factor_result_5967,factor_640,item_6,0,0.000
factor_result_5973,factor_647,item_6,0,0.000
factor_result_5988,factor_668,item_6,0,0.000
factor_result_465,factor_402,item_1,1,100.000
factor_result_6212,factor_572,item_6,0,0.000
factor_result_6213,factor_582,item_6,0,0.000
factor_result_5030,factor_1006,item_5,0,0.000
factor_result_5031,factor_1007,item_1,0,0.000
factor_result_5032,factor_1007,item_2,0,0.000
factor_result_5034,factor_1007,item_4,0,0.000
factor_result_5035,factor_1007,item_5,0,0.000
factor_result_5037,factor_1008,item_2,0,0.000
factor_result_5040,factor_1008,item_5,0,0.000
factor_result_5042,factor_1009,item_2,0,0.000
factor_result_5045,factor_1009,item_5,0,0.000
factor_result_5047,factor_1010,item_2,0,0.000
factor_result_258,factor_246,item_1,0,0.000
factor_result_310,factor_285,item_1,0,0.000
factor_result_490,factor_414,item_1,0,0.000
factor_result_3098,factor_71,item_4,0,0.000
factor_result_4653,factor_510,item_5,0,0.000
factor_result_66,factor_42,item_1,0,0.000
factor_result_280,factor_270,item_1,0,0.000
factor_result_281,factor_274,item_1,0,0.000
factor_result_283,factor_272,item_1,0,0.000
factor_result_285,factor_275,item_1,0,0.000
factor_result_286,factor_276,item_1,0,0.000
factor_result_287,factor_277,item_1,0,0.000
factor_result_1154,factor_132,item_2,0,0.000
factor_result_1468,factor_402,item_2,0,0.000
factor_result_1538,factor_844,item_2,0,0.000
factor_result_4283,factor_261,item_5,0,0.000
factor_result_3158,factor_130,item_4,0,0.000
factor_result_3277,factor_258,item_4,0,0.000
factor_result_3278,factor_259,item_4,0,0.000
factor_result_3279,factor_260,item_4,0,0.000
factor_result_3281,factor_262,item_4,0,0.000
factor_result_3282,factor_263,item_4,0,0.000
factor_result_3283,factor_264,item_4,0,0.000
factor_result_3284,factor_265,item_4,0,0.000
factor_result_3287,factor_268,item_4,0,0.000
factor_result_3974,factor_955,item_4,0,0.000
factor_result_4005,factor_1001,item_4,0,0.000
factor_result_4055,factor_34,item_5,0,0.000
factor_result_4821,factor_689,item_5,0,0.000
factor_result_4822,factor_690,item_5,0,0.000
factor_result_4942,factor_895,item_5,0,0.000
factor_result_4977,factor_955,item_5,0,0.000
factor_result_4986,factor_971,item_5,0,0.000
factor_result_4987,factor_972,item_5,0,0.000
factor_result_270,factor_260,item_1,0,0.000
factor_result_5759,factor_840,item_6,0,0.000
factor_result_5762,factor_844,item_6,0,0.000
factor_result_5766,factor_848,item_6,0,0.000
factor_result_5772,factor_855,item_6,0,0.000
factor_result_5773,factor_856,item_6,0,0.000
factor_result_5774,factor_857,item_6,0,0.000
factor_result_5779,factor_781,item_6,0,0.000
factor_result_5816,factor_476,item_6,0,0.000
factor_result_5818,factor_477,item_6,0,0.000
factor_result_5819,factor_478,item_6,0,0.000
factor_result_5820,factor_479,item_6,0,0.000
factor_result_5831,factor_492,item_6,0,0.000
factor_result_5836,factor_497,item_6,0,0.000
factor_result_5855,factor_517,item_6,0,0.000
factor_result_5852,factor_513,item_6,0,0.000
factor_result_5885,factor_541,item_6,0,0.000
factor_result_5886,factor_542,item_6,0,0.000
factor_result_5890,factor_548,item_6,0,0.000
factor_result_5896,factor_555,item_6,0,0.000
factor_result_6063,factor_764,item_6,0,0.000
factor_result_6064,factor_755,item_6,0,0.000
factor_result_6065,factor_756,item_6,0,0.000
factor_result_6066,factor_757,item_6,0,0.000
factor_result_6067,factor_758,item_6,0,0.000
factor_result_6068,factor_759,item_6,0,0.000
factor_result_6069,factor_761,item_6,0,0.000
factor_result_6070,factor_762,item_6,0,0.000
factor_result_6071,factor_763,item_6,0,0.000
factor_result_6072,factor_765,item_6,0,0.000
factor_result_6073,factor_766,item_6,0,0.000
factor_result_6136,factor_911,item_6,0,0.000
factor_result_6137,factor_912,item_6,0,0.000
factor_result_1079,factor_56,item_2,0,0.000
factor_result_1974,factor_961,item_2,0,0.000
factor_result_1388,factor_950,item_2,0,0.000
factor_result_1387,factor_949,item_2,0,0.000
factor_result_1403,factor_321,item_2,0,0.000
factor_result_1421,factor_338,item_2,0,0.000
factor_result_5587,factor_873,item_6,0,0.000
factor_result_5590,factor_876,item_6,0,0.000
factor_result_5594,factor_880,item_6,0,0.000
factor_result_5595,factor_881,item_6,0,0.000
factor_result_5602,factor_886,item_6,0,0.000
factor_result_5677,factor_381,item_6,0,0.000
factor_result_5687,factor_1005,item_6,0,0.000
factor_result_5688,factor_1007,item_6,0,0.000
factor_result_5694,factor_379,item_6,0,0.000
factor_result_5695,factor_380,item_6,0,0.000
factor_result_149,factor_130,item_1,1,100.000
factor_result_151,factor_132,item_1,1,100.000
factor_result_5696,factor_382,item_6,0,0.000
factor_result_6233,factor_281,item_6,0,0.000
factor_result_6235,factor_859,item_6,0,0.000
factor_result_3318,factor_284,item_4,0,0.000
factor_result_3881,factor_757,item_4,0,0.000
factor_result_3874,factor_751,item_4,0,0.000
factor_result_252,factor_238,item_1,0,0.000
factor_result_4314,factor_860,item_5,0,0.000
factor_result_4320,factor_866,item_5,0,0.000
factor_result_4885,factor_758,item_5,0,0.000
factor_result_4591,factor_467,item_5,0,0.000
factor_result_4461,factor_370,item_5,0,0.000
factor_result_4468,factor_379,item_5,0,0.000
factor_result_4573,factor_828,item_5,0,0.000
factor_result_4531,factor_439,item_5,0,0.000
factor_result_4580,factor_456,item_5,0,0.000
factor_result_4732,factor_585,item_5,0,0.000
factor_result_4915,factor_802,item_5,0,0.000
factor_result_4927,factor_814,item_5,0,0.000
factor_result_4931,factor_819,item_5,0,0.000
factor_result_4768,factor_626,item_5,0,0.000
factor_result_4758,factor_614,item_5,0,0.000
factor_result_4609,factor_481,item_5,0,0.000
factor_result_5021,factor_1005,item_1,0,0.000
factor_result_5022,factor_1005,item_2,0,0.000
factor_result_6076,factor_769,item_6,0,0.000
factor_result_6081,factor_786,item_6,0,0.000
factor_result_6098,factor_804,item_6,0,0.000
factor_result_6099,factor_805,item_6,0,0.000
factor_result_6100,factor_806,item_6,0,0.000
factor_result_6101,factor_807,item_6,0,0.000
factor_result_6102,factor_808,item_6,0,0.000
factor_result_6103,factor_810,item_6,0,0.000
factor_result_6104,factor_816,item_6,0,0.000
factor_result_6105,factor_812,item_6,0,0.000
factor_result_6106,factor_813,item_6,0,0.000
factor_result_6107,factor_814,item_6,0,0.000
factor_result_3957,factor_917,item_4,0,0.000
factor_result_3798,factor_667,item_4,0,0.000
factor_result_3245,factor_217,item_4,0,0.000
factor_result_3205,factor_177,item_4,0,0.000
factor_result_3198,factor_168,item_4,0,0.000
factor_result_3220,factor_196,item_4,0,0.000
factor_result_3086,factor_57,item_4,0,0.000
factor_result_3977,factor_958,item_4,0,0.000
factor_result_3395,factor_951,item_4,0,0.000
factor_result_3436,factor_350,item_4,0,0.000
factor_result_3435,factor_348,item_4,0,0.000
factor_result_3411,factor_323,item_4,0,0.000
factor_result_647,factor_517,item_1,0,0.000
factor_result_4684,factor_771,item_5,0,0.000
factor_result_4769,factor_628,item_5,0,0.000
factor_result_5697,factor_383,item_6,0,0.000
factor_result_5698,factor_384,item_6,0,0.000
factor_result_5716,factor_405,item_6,0,0.000
factor_result_5721,factor_407,item_6,0,0.000
factor_result_5722,factor_408,item_6,0,0.000
factor_result_5723,factor_409,item_6,0,0.000
factor_result_5778,factor_780,item_6,0,0.000
factor_result_5918,factor_583,item_6,0,0.000
factor_result_5919,factor_584,item_6,0,0.000
factor_result_5920,factor_585,item_6,0,0.000
factor_result_5923,factor_589,item_6,0,0.000
factor_result_5924,factor_590,item_6,0,0.000
factor_result_5925,factor_591,item_6,0,0.000
factor_result_5996,factor_678,item_6,0,0.000
factor_result_6002,factor_686,item_6,0,0.000
factor_result_6030,factor_719,item_6,0,0.000
factor_result_6033,factor_723,item_6,0,0.000
factor_result_6040,factor_731,item_6,0,0.000
factor_result_6041,factor_732,item_6,0,0.000
factor_result_6042,factor_733,item_6,0,0.000
factor_result_6044,factor_741,item_6,0,0.000
factor_result_6045,factor_747,item_6,0,0.000
factor_result_6051,factor_742,item_6,0,0.000
factor_result_6052,factor_743,item_6,0,0.000
factor_result_6053,factor_744,item_6,0,0.000
factor_result_6054,factor_745,item_6,0,0.000
factor_result_6055,factor_746,item_6,0,0.000
factor_result_6056,factor_748,item_6,0,0.000
factor_result_6057,factor_749,item_6,0,0.000
factor_result_4184,factor_159,item_5,0,0.000
factor_result_4095,factor_64,item_5,0,0.000
factor_result_4101,factor_71,item_5,0,0.000
factor_result_4070,factor_32,item_5,0,0.000
factor_result_4092,factor_60,item_5,0,0.000
factor_result_4414,factor_323,item_5,0,0.000
factor_result_3367,factor_886,item_4,0,0.000
factor_result_1093,factor_72,item_2,0,0.000
factor_result_1057,factor_28,item_2,0,0.000
factor_result_1884,factor_768,item_2,0,0.000
factor_result_5020,factor_1004,item_5,0,0.000
factor_result_6721,factor_411,item_7,0,0.000
factor_result_1717,factor_578,item_2,0,0.000
factor_result_1543,factor_849,item_2,0,0.000
factor_result_1899,factor_795,item_2,0,0.000
factor_result_1917,factor_813,item_2,0,0.000
factor_result_1661,factor_531,item_2,0,0.000
factor_result_1982,factor_977,item_2,0,0.000
factor_result_1983,factor_978,item_2,0,0.000
factor_result_1986,factor_982,item_2,0,0.000
factor_result_1987,factor_984,item_2,0,0.000
factor_result_1988,factor_985,item_2,0,0.000
factor_result_1999,factor_1001,item_2,0,0.000
factor_result_1813,factor_690,item_2,0,0.000
factor_result_4995,factor_982,item_5,0,0.000
factor_result_4996,factor_984,item_5,0,0.000
factor_result_4997,factor_985,item_5,0,0.000
factor_result_5008,factor_1001,item_5,0,0.000
factor_result_1957,factor_924,item_2,0,0.000
factor_result_1335,factor_299,item_2,0,0.000
factor_result_1842,factor_723,item_2,0,0.000
factor_result_1825,factor_704,item_2,0,0.000
factor_result_1172,factor_155,item_2,0,0.000
factor_result_1174,factor_158,item_2,0,0.000
factor_result_1156,factor_135,item_2,0,0.000
factor_result_5720,factor_406,item_6,0,0.000
factor_result_6763,factor_848,item_7,0,0.000
factor_result_4289,factor_267,item_5,0,0.000
factor_result_4290,factor_268,item_5,0,0.000
factor_result_4291,factor_269,item_5,0,0.000
factor_result_4292,factor_270,item_5,0,0.000
factor_result_3465,factor_379,item_4,0,0.000
factor_result_3569,factor_827,item_4,0,0.000
factor_result_3928,factor_819,item_4,0,0.000
factor_result_3682,factor_772,item_4,0,0.000
factor_result_3766,factor_628,item_4,0,0.000
factor_result_3760,factor_621,item_4,0,0.000
factor_result_3783,factor_648,item_4,0,0.000
factor_result_3777,factor_641,item_4,0,0.000
factor_result_3610,factor_486,item_4,0,0.000
factor_result_4353,factor_869,item_5,0,0.000
factor_result_4360,factor_876,item_5,0,0.000
factor_result_4366,factor_882,item_5,0,0.000
factor_result_4961,factor_918,item_5,0,0.000
factor_result_4267,factor_242,item_5,0,0.000
factor_result_4157,factor_126,item_5,0,0.000
factor_result_4178,factor_151,item_5,0,0.000
factor_result_5349,factor_61,item_6,0,0.000
factor_result_5360,factor_75,item_6,0,0.000
factor_result_5361,factor_76,item_6,0,0.000
factor_result_5362,factor_77,item_6,0,0.000
factor_result_5363,factor_79,item_6,0,0.000
factor_result_5364,factor_80,item_6,0,0.000
factor_result_5366,factor_82,item_6,0,0.000
factor_result_5369,factor_86,item_6,0,0.000
factor_result_5384,factor_100,item_6,0,0.000
factor_result_5387,factor_112,item_6,0,0.000
factor_result_6150,factor_927,item_6,0,0.000
factor_result_6151,factor_928,item_6,0,0.000
factor_result_4640,factor_975,item_5,0,0.000
factor_result_4642,factor_983,item_5,0,0.000
factor_result_5026,factor_1006,item_1,0,0.000
factor_result_5908,factor_570,item_6,0,0.000
factor_result_5910,factor_573,item_6,0,0.000
factor_result_5911,factor_574,item_6,0,0.000
factor_result_5912,factor_575,item_6,0,0.000
factor_result_5913,factor_576,item_6,0,0.000
factor_result_5916,factor_580,item_6,0,0.000
factor_result_5917,factor_581,item_6,0,0.000
factor_result_6058,factor_750,item_6,0,0.000
factor_result_6059,factor_751,item_6,0,0.000
factor_result_6060,factor_752,item_6,0,0.000
factor_result_6061,factor_754,item_6,0,0.000
factor_result_6062,factor_760,item_6,0,0.000
factor_result_5025,factor_1005,item_5,0,0.000
factor_result_5027,factor_1006,item_2,0,0.000
factor_result_5029,factor_1006,item_4,0,0.000
factor_result_3288,factor_269,item_4,0,0.000
factor_result_3344,factor_302,item_4,0,0.000
factor_result_3474,factor_402,item_4,0,0.000
factor_result_3650,factor_510,item_4,0,0.000
factor_result_3708,factor_559,item_4,0,0.000
factor_result_3758,factor_618,item_4,0,0.000
factor_result_3939,factor_895,item_4,0,0.000
factor_result_6074,factor_767,item_6,0,0.000
factor_result_6075,factor_768,item_6,0,0.000
factor_result_4046,factor_17,item_5,0,0.000
factor_result_4045,factor_16,item_5,0,0.000
factor_result_4038,factor_7,item_5,0,0.000
factor_result_5050,factor_1010,item_5,0,0.000
factor_result_5097,factor_1020,item_2,0,0.000
factor_result_4645,factor_991,item_5,0,0.000
factor_result_5165,factor_1033,item_5,0,0.000
factor_result_5189,factor_1038,item_4,0,0.000
factor_result_1134,factor_117,item_2,0,0.000
factor_result_238,factor_219,item_1,0,0.000
factor_result_172,factor_159,item_1,0,0.000
factor_result_92,factor_75,item_1,0,0.000
factor_result_74,factor_53,item_1,0,0.000
factor_result_77,factor_57,item_1,0,0.000
factor_result_416,factor_336,item_1,0,0.000
factor_result_31,factor_13,item_1,0,0.000
factor_result_299,factor_281,item_1,0,0.000
factor_result_878,factor_765,item_1,0,0.000
factor_result_497,factor_422,item_1,0,0.000
factor_result_580,factor_468,item_1,0,0.000
factor_result_582,factor_471,item_1,0,0.000
factor_result_459,factor_383,item_1,0,0.000
factor_result_3350,factor_869,item_4,0,0.000
factor_result_3357,factor_876,item_4,0,0.000
factor_result_3358,factor_877,item_4,0,0.000
factor_result_3365,factor_884,item_4,0,0.000
factor_result_5974,factor_648,item_6,0,0.000
factor_result_5975,factor_649,item_6,0,0.000
factor_result_6852,factor_517,item_7,0,0.000
factor_result_7202,factor_1022,item_7,0,0.000
factor_result_7203,factor_1023,item_7,0,0.000
factor_result_7248,factor_1062,item_2,0,0.000
factor_result_7249,factor_1062,item_4,0,0.000
factor_result_7250,factor_1062,item_5,0,0.000
factor_result_7251,factor_1062,item_6,0,0.000
factor_result_7252,factor_1062,item_7,0,0.000
factor_result_7259,factor_1064,item_1,0,0.000
factor_result_7260,factor_1064,item_2,0,0.000
factor_result_7261,factor_1064,item_4,0,0.000
factor_result_7262,factor_1064,item_5,0,0.000
factor_result_7263,factor_1064,item_6,0,0.000
factor_result_7264,factor_1064,item_7,0,0.000
factor_result_89,factor_71,item_1,1,100.000
factor_result_713,factor_576,item_1,1,100.000
factor_result_171,factor_158,item_1,1,100.000
factor_result_204,factor_187,item_1,1,100.000
factor_result_90,factor_72,item_1,1,100.000
factor_result_747,factor_616,item_1,1,100.000
factor_result_608,factor_494,item_1,1,100.000
factor_result_655,factor_527,item_1,1,100.000
factor_result_5181,factor_1037,item_1,1,0.000
factor_result_940,factor_907,item_1,1,100.000
factor_result_949,factor_918,item_1,1,100.000
factor_result_705,factor_567,item_1,1,100.000
factor_result_896,factor_795,item_1,1,100.000
factor_result_164,factor_149,item_1,1,0.000
factor_result_221,factor_208,item_1,1,100.000
factor_result_122,factor_106,item_1,1,100.000
factor_result_343,factor_871,item_1,2,0.000
factor_result_881,factor_768,item_1,1,0.000
factor_result_5166,factor_1034,item_1,1,100.000
factor_result_803,factor_683,item_1,1,100.000
factor_result_977,factor_974,item_1,1,100.000
factor_result_874,factor_759,item_1,1,100.000
factor_result_518,factor_437,item_1,1,0.000
factor_result_301,factor_859,item_1,1,100.000
factor_result_446,factor_366,item_1,1,100.000
factor_result_805,factor_685,item_1,1,100.000
factor_result_344,factor_872,item_1,2,100.000
factor_result_126,factor_110,item_1,1,100.000
factor_result_702,factor_562,item_1,1,100.000
factor_result_823,factor_705,item_1,1,100.000
factor_result_400,factor_321,item_1,1,100.000
factor_result_534,factor_843,item_1,1,100.000
factor_result_140,factor_120,item_1,1,100.000
factor_result_54,factor_28,item_1,1,100.000
factor_result_113,factor_95,item_1,1,100.000
factor_result_531,factor_840,item_1,1,100.000
factor_result_857,factor_742,item_1,1,100.000
factor_result_145,factor_126,item_1,1,100.000
factor_result_891,factor_790,item_1,1,100.000
factor_result_584,factor_473,item_1,1,100.000
factor_result_56,factor_30,item_1,1,100.000
factor_result_464,factor_401,item_1,1,100.000
factor_result_887,factor_786,item_1,1,0.000
factor_result_886,factor_785,item_1,1,100.000
factor_result_359,factor_887,item_1,1,100.000
factor_result_890,factor_789,item_1,1,100.000
factor_result_956,factor_926,item_1,1,100.000
factor_result_458,factor_382,item_1,1,100.000
factor_result_112,factor_94,item_1,1,100.000
factor_result_245,factor_228,item_1,1,100.000
factor_result_95,factor_79,item_1,1,100.000
factor_result_892,factor_791,item_1,1,100.000
factor_result_575,factor_462,item_1,1,100.000
factor_result_152,factor_134,item_1,1,100.000
factor_result_767,factor_640,item_1,1,0.000
factor_result_574,factor_461,item_1,1,100.000
factor_result_958,factor_928,item_1,1,100.000
factor_result_97,factor_81,item_1,1,100.000
factor_result_710,factor_573,item_1,1,100.000
factor_result_801,factor_680,item_1,1,100.000
factor_result_924,factor_889,item_1,1,100.000
factor_result_863,factor_749,item_1,1,100.000
factor_result_409,factor_332,item_1,1,100.000
factor_result_540,factor_849,item_1,1,100.000
factor_result_900,factor_799,item_1,1,100.000
factor_result_799,factor_678,item_1,1,100.000
factor_result_834,factor_717,item_1,1,100.000
factor_result_961,factor_932,item_1,1,100.000
factor_result_447,factor_367,item_1,1,100.000
factor_result_93,factor_76,item_1,1,100.000
factor_result_894,factor_793,item_1,1,100.000
factor_result_815,factor_696,item_1,1,100.000
factor_result_755,factor_625,item_1,1,100.000
factor_result_346,factor_874,item_1,1,0.000
factor_result_606,factor_492,item_1,1,100.000
factor_result_966,factor_956,item_1,1,100.000
factor_result_657,factor_530,item_1,1,100.000
factor_result_932,factor_898,item_1,1,100.000
factor_result_853,factor_737,item_1,1,100.000
factor_result_697,factor_556,item_1,1,100.000
factor_result_681,factor_541,item_1,1,100.000
factor_result_170,factor_156,item_1,1,100.000
